name,online_order,book_table,rate,votes,location,rest_type,cost_for_two_people
All Aromas,True,False,3.4,6,Jayanagar,Quick Bites,400
Mangala Hotel,True,False,3.6,97,Koramangala 1st Block,Quick Bites,300
Burger Lounge,True,False,3.5,76,Koramangala 5th Block,Quick Bites,600
Krishna Vaibhava,True,False,3.6,42,BTM,Casual Dining,350
Pulp Juice Bar,True,False,3.6,16,HSR,Beverage Shop,150
Chaiwala,True,False,3.1,53,Koramangala 1st Block,Quick Bites,100
C Kosila Kitchen,True,False,3.1,8,Ejipura,Quick Bites,300
Call A Cake,True,False,3.6,41,BTM,Delivery,500
Swad 'E' Punjab,True,False,3.6,51,HSR,Casual Dining,500
Hotel Tom's Restaurant,True,False,4.0,69,Koramangala 6th Block,Casual Dining,1000
Roundup Cafe,True,True,4.2,505,Koramangala 5th Block,Cafe,800
Hotel Food Lands,True,False,3.8,57,Koramangala 7th Block,Casual Dining,700
Shudh Desi Khana,True,False,3.5,18,Koramangala 1st Block,Quick Bites,200
Rahhams,True,False,2.8,414,Old Airport Road,Casual Dining,700
The Ganache Factory,True,False,4.1,43,Domlur,"Dessert Parlor, Bakery",400
New Royal Treat,True,False,2.8,102,Bannerghatta Road,Quick Bites,350
Black Deer,True,False,4.4,149,Koramangala 5th Block,"Takeaway, Delivery",350
Eat Well,True,False,3.5,33,Indiranagar,Quick Bites,400
Al Swaad Take Away,True,False,3.1,13,Richmond Road,Quick Bites,350
Tandoor Merchant,True,False,3.4,25,BTM,"Takeaway, Delivery",500
3 Spice,True,False,3.9,157,Wilson Garden,Casual Dining,450
Kolkata Rolls & Hot Dum Biriyani On Dial,True,False,3.5,22,Indiranagar,Quick Bites,400
Prawn Crunch,True,False,3.3,8,BTM,Quick Bites,400
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,True,False,3.8,44,Koramangala 7th Block,Delivery,500
Parathe Wali Gali,True,False,3.8,37,Wilson Garden,Quick Bites,250
Miss Momo,True,False,3.2,13,BTM,Quick Bites,250
Hatti Kaapi,True,False,3.9,237,Koramangala 5th Block,Quick Bites,200
Paratha Singh Pakora King,True,False,3.7,36,Koramangala 6th Block,Quick Bites,300
Golden China,True,False,3.6,23,Koramangala 1st Block,Quick Bites,300
Kaati Zone,True,False,3.4,6,Koramangala 6th Block,Quick Bites,350
Drunken Monkey,True,False,4.2,115,BTM,"Beverage Shop, Quick Bites",400
Burger Garden,True,False,3.4,7,South Bangalore,Delivery,300
Vintage Shack,True,True,3.9,163,HSR,"Casual Dining, Lounge",900
Nanda's,True,False,2.9,362,HSR,Casual Dining,450
Mid Night Hunting,True,False,3.7,127,Ejipura,"Takeaway, Delivery",300
Chilld Monk,True,False,3.5,9,BTM,Dessert Parlor,250
Fillers,True,False,3.9,140,BTM,Quick Bites,300
Chai Makhani,True,False,3.5,11,Koramangala 5th Block,Beverage Shop,100
The London Shakes,True,False,3.5,14,BTM,Beverage Shop,400
Sagar Fast Food,True,False,4.0,76,Koramangala 3rd Block,Quick Bites,300
Hotel Parampare,True,False,2.9,13,Koramangala 7th Block,Casual Dining,600
Indus Family Restaurant,True,False,3.8,117,BTM,Casual Dining,600
Juice Junction,True,False,3.7,17,HSR,Beverage Shop,200
World In A Bowl,True,False,3.6,20,Koramangala 7th Block,Delivery,600
Desi Dhaba,True,False,3.3,13,BTM,Delivery,400
China Bowl,True,False,3.9,457,Koramangala 6th Block,Casual Dining,1000
Drunkling - Sizzlers and Pub,True,True,4.4,346,Koramangala 5th Block,"Casual Dining, Bar",1000
White Elefan Coffee and Snack Bar,True,False,3.9,44,Koramangala 6th Block,Quick Bites,550
Juice Junction,True,False,4.0,139,Koramangala 5th Block,"Beverage Shop, Quick Bites",200
Shanthi Sagar,True,False,3.4,9,Koramangala 6th Block,Quick Bites,250
Kabab Ghar,True,False,3.3,14,BTM,"Takeaway, Delivery",600
Panther Cafe,True,False,3.5,8,BTM,Beverage Shop,200
InnerChef,True,False,3.8,153,Koramangala 7th Block,Delivery,500
Fava Bistro,True,True,4.4,387,Koramangala 5th Block,"Casual Dining, Bar",1500
Oogway express,True,False,3.4,9,HSR,Casual Dining,600
Royal Paris,True,False,3.8,71,BTM,Casual Dining,1000
Sulemani Chichas,True,False,4.1,363,Koramangala 5th Block,"Takeaway, Delivery",400
The Yogisthaan Cafe,True,False,4.1,61,Koramangala 2nd Block,Cafe,600
Chatter Platter,True,False,3.4,30,BTM,Quick Bites,300
Magnolia,True,True,4.1,675,Koramangala 3rd Block,Casual Dining,900
Coffee Tea & More,True,False,4.0,64,Koramangala 5th Block,Quick Bites,150
Biryani Foodies,True,False,3.1,7,Koramangala 5th Block,Quick Bites,500
Tim Tai,True,True,4.4,3675,Koramangala 5th Block,Casual Dining,1400
Popsies,True,False,3.9,823,Koramangala 5th Block,Casual Dining,750
Mountain Spice,True,False,3.9,188,Koramangala 8th Block,Quick Bites,400
Kolkata Famous Katti Rolls,True,False,3.7,36,BTM,"Takeaway, Delivery",200
Mudpipe Cafe,True,True,4.5,1879,BTM,Cafe,900
Vyanjan,True,False,3.9,203,BTM,Quick Bites,300
Crawl Street,True,True,4.3,2576,Koramangala 5th Block,Bar,1200
Raj Rasoi,True,False,3.5,12,Ejipura,Quick Bites,250
Mecaf Family Restaurant,True,False,3.9,214,BTM,Casual Dining,600
Kwality Cakes N Bakes,True,False,3.7,92,HSR,Bakery,400
Hotel Reddy Bhavan,True,False,3.4,11,HSR,Quick Bites,300
Sukh Sagar,True,False,3.8,473,Koramangala 5th Block,Casual Dining,500
Hot Cross Bun,True,False,3.3,4,Koramangala 6th Block,"Takeaway, Delivery",500
Sai Mango Tree,True,False,3.6,45,BTM,Casual Dining,500
Grand Gowdru Hotel,True,False,3.4,31,Koramangala 6th Block,Casual Dining,700
Anika's India Kitchen,True,False,3.3,6,HSR,Delivery,250
Via Milano,True,True,4.2,1626,Koramangala 4th Block,Casual Dining,1500
City Durbar,True,False,3.7,72,Jayanagar,Casual Dining,450
Chai Galli,True,False,4.3,480,Koramangala 5th Block,Cafe,450
KKR Foodies,True,False,3.7,40,BTM,Quick Bites,400
Nawab-E-Khana,True,False,3.2,30,BTM,Quick Bites,500
Yummy Biryani,True,False,3.8,41,Koramangala 7th Block,Quick Bites,200
Bawarchi Biryani,True,False,3.4,65,Koramangala 6th Block,Quick Bites,350
Borah's Kitchen,True,False,3.3,12,BTM,Quick Bites,250
Smoke - The Sizzler House,True,True,4.0,1390,Koramangala 7th Block,Casual Dining,1100
Dosalicious,True,False,3.3,7,Koramangala 6th Block,Quick Bites,150
Samosa Express,True,False,3.1,9,BTM,Quick Bites,200
Spicy Kitchen,True,False,3.8,64,HSR,Quick Bites,500
Malabar Mandra,True,False,3.6,45,Koramangala 1st Block,Casual Dining,700
Banjara Melting Pot,True,True,4.2,767,Koramangala 4th Block,Casual Dining,1700
On The Nose,True,False,3.8,616,BTM,Cafe,600
Karachi Bakery,True,False,3.4,6,Koramangala 5th Block,Bakery,400
Kapoor's Biriyani,True,False,3.3,334,BTM,Quick Bites,400
Baskin Robbins,True,False,3.7,42,HSR,Dessert Parlor,250
Khan Saheb Grills and Rolls,True,False,3.8,63,Hosur Road,Quick Bites,350
Just Chill,True,False,3.4,54,BTM,Beverage Shop,250
Juicy Momos,True,False,3.5,69,Koramangala 5th Block,Quick Bites,250
Paratha Darbar,True,False,3.5,15,Koramangala 1st Block,Quick Bites,400
Rotti Mane,True,False,3.4,10,Domlur,Quick Bites,200
Cafe D'hide,True,True,4.2,875,Koramangala 5th Block,Cafe,600
Hang10 Resto N Cafe,True,False,3.7,101,BTM,Cafe,700
Taj Darbar,True,False,3.8,149,Koramangala 5th Block,Casual Dining,600
Calicut Durbar,True,False,3.8,57,Koramangala 7th Block,Quick Bites,500
Budget Food,False,True,3.5,43,Old Airport Road,Casual Dining,700
ReadyBowl,True,False,3.7,69,BTM,Delivery,400
A.M New Punjab Food Corner,True,False,3.5,21,Koramangala 1st Block,Quick Bites,350
Aubree Le Chocolatier,True,False,3.6,19,Koramangala 6th Block,Dessert Parlor,300
Sri Ganesh Fruit Juice Centre,True,False,3.2,4,Koramangala 6th Block,Beverage Shop,100
Milk N Shakes,True,False,3.7,47,Koramangala 8th Block,Beverage Shop,300
Biriyaniz,True,False,3.5,304,HSR,"Takeaway, Delivery",400
Pingara,True,False,3.8,94,Koramangala 1st Block,Casual Dining,600
Maa Durga Fast Food,True,False,3.6,21,Koramangala 8th Block,Quick Bites,300
Maria's Goan Kitchen,True,False,3.9,395,Koramangala 7th Block,Casual Dining,750
Bistro Claytopia,True,True,4.1,1855,Koramangala 1st Block,Cafe,600
The Marash,True,False,4.3,68,Koramangala 5th Block,Dessert Parlor,250
Lassi Corner,True,False,3.5,16,Koramangala 5th Block,Beverage Shop,300
Chetty's Corner,True,False,3.8,34,Koramangala 7th Block,Quick Bites,250
Shree Durgamba Juice Centre,True,False,3.1,9,Koramangala 8th Block,Beverage Shop,200
Barleyz,False,False,3.7,4652,Koramangala 6th Block,"Lounge, Microbrewery",2000
Petoo,True,False,4.0,25,BTM,Quick Bites,550
Reddy's Restaurant,True,False,3.7,141,HSR,Casual Dining,500
Sidewalk Cafe & Bar - The Paul Bangalore,True,True,4.2,217,Domlur,Casual Dining,1500
Bundar,False,False,4.1,2450,Koramangala 6th Block,Cafe,700
Mayur,True,True,3.7,21,Hosur Road,Casual Dining,700
Mad Over Biryani,True,False,3.1,9,Koramangala 6th Block,Quick Bites,600
Smoothie Hub,True,False,3.1,4,BTM,Beverage Shop,100
Hunger Night King,True,False,3.6,115,Koramangala 2nd Block,Delivery,400
Ammus Hot N Cool,True,False,3.4,84,BTM,Quick Bites,300
BBQ Ride 46,True,False,3.4,7,South Bangalore,Food Truck,200
Mr. Beans - Home Cafe,True,True,4.2,2714,Koramangala 3rd Block,Cafe,1000
The Kitchen,True,False,3.6,9,Koramangala 1st Block,Quick Bites,300
North Indian Tadka,True,False,3.0,6,Ejipura,Quick Bites,200
YumYumSouth,True,False,3.5,36,Koramangala 7th Block,Delivery,600
Terra Bites,True,False,4.0,66,Koramangala 4th Block,"Cafe, Casual Dining",700
The Beer Cafe,True,True,4.2,1177,Koramangala 4th Block,Pub,1300
Ruh's Cafe,True,False,4.1,465,BTM,Cafe,500
Eshmeet Da Dhaba,True,False,3.1,121,Koramangala 6th Block,Casual Dining,500
Eatery Have U Been,True,False,3.4,35,BTM,"Cafe, Quick Bites",500
Hunger2Eat,True,False,3.7,26,BTM,Quick Bites,400
Atithi,True,True,3.9,224,HSR,Casual Dining,800
Wow Vada Pav,True,False,3.6,27,Indiranagar,Quick Bites,250
Kulfisthan,True,False,3.5,7,HSR,Dessert Parlor,150
Black Cup Cafe,True,False,3.7,28,BTM,Cafe,400
Juice 99,True,False,3.5,20,BTM,Beverage Shop,150
Galli Belly,True,False,3.4,9,Domlur,Quick Bites,200
Haagen Dazs,True,False,3.9,79,Koramangala 7th Block,Dessert Parlor,800
Chef Baker's,True,False,3.6,37,Koramangala 1st Block,"Bakery, Quick Bites",450
Wats Ur Scoop?,True,False,4.0,56,Indiranagar,Dessert Parlor,300
Sri Ganesha Fruit Juice Centre,True,False,3.2,18,Domlur,Beverage Shop,100
Mustard Food Court,True,False,3.6,165,Koramangala 3rd Block,Casual Dining,500
Bawarchi Inn,True,False,3.1,140,BTM,Casual Dining,600
Indori Chatorey,True,False,2.8,137,BTM,Quick Bites,300
Cafe Terra,True,False,4.1,779,Koramangala 1st Block,Cafe,700
China Tang,True,False,3.7,41,BTM,"Takeaway, Delivery",600
Desi Bytes,True,False,3.1,97,Old Airport Road,Quick Bites,450
Chefie,True,False,3.5,16,BTM,"Takeaway, Delivery",200
Swathi Maharaja,True,True,3.7,291,Koramangala 4th Block,Casual Dining,750
Begin with us....Tea Time Cafe,True,False,3.9,37,Koramangala 7th Block,Beverage Shop,300
Donne Biriyani Mane,True,False,3.1,22,Domlur,Quick Bites,250
The Hidden Cafe,True,False,3.9,96,Koramangala 1st Block,Quick Bites,350
Navya Foods,True,False,3.4,7,HSR,Quick Bites,300
Ustaad Biryani,True,False,3.2,5,HSR,Delivery,500
Snack Knack,True,False,3.0,37,BTM,Quick Bites,200
Khan's Biryani,True,False,3.0,11,BTM,Quick Bites,200
Cookie Man,True,False,4.0,100,Koramangala 7th Block,Dessert Parlor,150
Lassi Pot,True,False,3.3,4,BTM,Beverage Shop,250
Ghee Positive,True,False,3.8,48,Koramangala 8th Block,Quick Bites,300
Tasty Jigarthanda,True,False,3.4,11,BTM,Beverage Shop,150
Zaica Dine & Wine,True,True,4.0,1021,Indiranagar,Casual Dining,1200
Tasty Magic,True,False,2.7,73,BTM,Casual Dining,600
Lord of Combos,True,False,3.0,28,HSR,Delivery,500
Kopper Kadai,True,True,4.1,1697,Koramangala 5th Block,Casual Dining,1200
Big Mummy,True,False,3.9,214,Indiranagar,Quick Bites,400
The Monalisa Restaurant,True,False,3.3,4,Koramangala 5th Block,Quick Bites,300
Rajan's Cafe,True,False,2.8,79,Domlur,Quick Bites,300
Carrots,True,True,4.1,603,Koramangala 6th Block,Casual Dining,1100
TRIGEREATO,True,True,4.4,103,Koramangala 8th Block,Cafe,700
Swaadam Veg,True,False,3.6,34,BTM,Casual Dining,300
Kinpeetos,True,False,3.9,64,Koramangala 5th Block,Quick Bites,300
Elmas Restaurant,True,False,3.4,34,Koramangala 7th Block,Casual Dining,650
Qube Cafe,True,False,4.2,169,Koramangala 4th Block,Cafe,700
Chaska Bun,True,False,4.2,166,Koramangala 5th Block,Quick Bites,300
Daawat Restaurant Bar & Pub,True,False,3.5,9,Koramangala 7th Block,"Bar, Casual Dining",700
Sharma's Malai & Masala,True,False,4.0,457,Koramangala 1st Block,Casual Dining,650
BelgYum,True,False,4.0,69,Koramangala 7th Block,Dessert Parlor,400
Tangerine - Davanam Sarovar Portico Suites,True,True,4.0,151,Koramangala 2nd Block,Casual Dining,1100
Guns N Roses,True,False,3.6,23,Ejipura,Quick Bites,300
New Friends,True,False,3.8,273,BTM,Casual Dining,900
Oregano Pizzeria,True,False,3.7,52,Koramangala 4th Block,Cafe,450
Cafe 221B,True,True,3.7,49,BTM,Cafe,300
Night Restro,True,False,3.1,224,BTM,Delivery,500
Cinnamon,True,False,3.9,450,HSR,Casual Dining,550
Laziz Pizza,True,False,3.8,46,Koramangala 7th Block,Quick Bites,400
7 Plates,True,False,3.7,259,Koramangala 5th Block,Casual Dining,750
DVG Benne Dosa,True,False,4.1,28,Domlur,Quick Bites,150
Juice Junction Food Court,True,False,3.7,70,Koramangala 6th Block,"Beverage Shop, Quick Bites",250
Flavour of Himalaya,True,False,3.7,24,Koramangala 5th Block,Quick Bites,500
Shabari Kitchen,True,False,3.5,16,Koramangala 1st Block,Quick Bites,150
Fill N Chill Resto Bar & Pub,True,True,3.9,598,Koramangala 4th Block,Bar,1200
INDULGE by InnerChef,True,False,3.6,29,Koramangala 7th Block,Bakery,400
Ganesh Restaurant,True,False,3.7,51,Koramangala 5th Block,Quick Bites,300
Calvin's,True,False,3.8,22,HSR,"Dessert Parlor, Quick Bites",800
Tandoor Garden,True,False,3.6,71,BTM,Quick Bites,350
Mandya Gowdru Donne Biriyani,True,False,3.8,283,HSR,Quick Bites,350
Fiero! Pizzeria,True,False,4.0,62,Koramangala 6th Block,Quick Bites,400
Cafe Medley,True,False,4.2,1065,Koramangala 5th Block,Cafe,800
Sip N Bite,False,False,3.3,11,Bommanahalli,Quick Bites,300
Big Fat Brownie,True,False,3.4,6,HSR,"Takeaway, Delivery",400
Namms Cafe,True,False,3.2,8,Koramangala 2nd Block,Delivery,300
Arabian Bites,True,False,3.4,24,BTM,Quick Bites,500
Nossa Goa,True,True,4.1,300,Richmond Road,Casual Dining,1000
Bake and Juice,True,False,3.5,15,BTM,Quick Bites,400
Tomago Roast,True,False,3.5,12,BTM,Quick Bites,400
Kevins Kitchen,True,False,3.7,103,Koramangala 6th Block,Quick Bites,400
Armaani Caffe,True,False,3.5,12,BTM,Quick Bites,250
Attic Lounge,True,True,4.0,1241,Koramangala 4th Block,Cafe,700
Bistro Oui,True,True,4.1,402,Koramangala 5th Block,"Cafe, Bar",1200
Frolic,True,False,4.0,34,Koramangala 7th Block,Dessert Parlor,200
A3 Nuwang Kitchen,True,False,3.7,42,Ejipura,Quick Bites,300
Momo Jojo,True,False,3.4,6,BTM,Quick Bites,300
Potato Bae,True,False,4.1,56,Koramangala 5th Block,Quick Bites,500
Lassi Top,True,False,3.2,7,Koramangala 4th Block,Beverage Shop,200
iSpice Resto Cafe,True,False,3.7,31,Indiranagar,Quick Bites,500
Baba Chatkora,True,False,4.2,823,Koramangala 6th Block,Casual Dining,1000
Pipabu,True,False,3.8,75,Koramangala 4th Block,Casual Dining,750
Bharat Kitchen,True,False,3.7,21,Koramangala 1st Block,Quick Bites,300
Bombay Kulfis,True,False,3.9,27,Koramangala 5th Block,Dessert Parlor,200
Ober Cafe,True,False,3.5,10,Koramangala 1st Block,Quick Bites,200
Lot Like Crepes,True,False,4.6,1026,Koramangala 7th Block,"Cafe, Dessert Parlor",550
Cucumber Town,True,False,4.2,310,BTM,Delivery,600
Davanagere Benne Dose,True,False,3.9,106,HSR,Quick Bites,150
The Kitchen Bandit,True,False,3.2,42,Koramangala 2nd Block,Delivery,350
Malabar Treat,True,False,3.4,6,Koramangala 1st Block,Quick Bites,500
Xpress Chai,True,False,3.3,6,BTM,"Beverage Shop, Quick Bites",150
Harry's Bar + Cafe,True,True,4.2,1369,Koramangala 7th Block,"Casual Dining, Bar",1400
Bhaijaan Barbeques,True,False,3.4,6,Koramangala 7th Block,Quick Bites,200
Habitts,True,False,3.7,61,BTM,Quick Bites,350
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,True,False,4.3,1105,HSR,Cafe,700
Litti Twist,True,False,4.2,106,Hosur Road,Quick Bites,300
Chai Point,True,False,4.0,113,BTM,"Beverage Shop, Quick Bites",250
Fitnest,True,False,3.2,16,BTM,Delivery,350
Crown Gold,True,False,3.9,49,Koramangala 4th Block,Quick Bites,400
Momo Hut,True,False,4.0,685,Koramangala 5th Block,Quick Bites,250
Uday Sweets,True,False,3.5,34,Koramangala 6th Block,Sweet Shop,250
2nd Home Restaurant,True,False,3.7,21,BTM,Quick Bites,500
The Cuboidal,True,False,3.6,16,BTM,Quick Bites,300
Little Orissa Restaurant,True,False,3.9,349,Indiranagar,Casual Dining,450
Falahaar,False,False,3.9,154,Koramangala 6th Block,Quick Bites,200
GrannyzHut,True,False,3.4,8,HSR,Quick Bites,350
Chill-Um Cafe,True,True,4.1,152,Koramangala 6th Block,Quick Bites,600
VRS Food Zone,True,False,3.3,5,Ejipura,Quick Bites,100
PORKEATS,False,False,3.4,6,Koramangala 6th Block,Quick Bites,400
MK Dabbawala,True,False,3.1,5,Koramangala 4th Block,Delivery,400
Durbar Greens Family Restaurant,True,False,3.6,10,Hosur Road,Casual Dining,700
The Vacationer's Cafe,True,False,4.1,306,Koramangala 7th Block,Cafe,600
Mimansa @ Foxtrot,True,True,4.4,192,Koramangala 3rd Block,Cafe,1000
TOKI Taco House,True,False,3.6,72,Koramangala 6th Block,Quick Bites,200
Goodness! Beverages,True,False,3.4,4,Koramangala,Delivery,250
Gods Own Cafe,True,False,4.4,384,Koramangala 7th Block,Quick Bites,300
Zingron,True,False,4.0,515,Koramangala 7th Block,Casual Dining,750
Brownie Points,True,False,3.8,25,Koramangala 4th Block,Bakery,300
Crepe Nation,True,False,3.8,12,South Bangalore,Food Truck,300
Kullukki,True,False,3.5,9,Koramangala 5th Block,Quick Bites,400
Ramji Chaiwale,True,False,3.9,122,Old Airport Road,Quick Bites,250
Nature's Restaurant,True,False,3.3,4,Domlur,Quick Bites,300
Bansuri Sweets,False,False,3.7,73,Koramangala 6th Block,"Sweet Shop, Quick Bites",250
Jai Jinendra,False,False,4.0,99,Koramangala 6th Block,Quick Bites,200
Cashmere Nites,True,False,3.5,74,Koramangala 6th Block,Casual Dining,600
Chung Shan Chinese Restaurant,False,False,3.7,32,Ejipura,Quick Bites,500
Dreams Cafe - All Day English Food St.,True,False,3.8,230,Koramangala 1st Block,Cafe,600
Night Spoon,True,False,2.6,54,BTM,Delivery,600
A Hole Lotta Love Cafe,True,False,4.3,2873,Koramangala 5th Block,Cafe,600
Shree Saraswathi Sweets Centre,True,False,3.6,18,Koramangala 1st Block,Sweet Shop,100
Hotel Ruchi Priya,True,False,3.6,22,Wilson Garden,Quick Bites,350
Kargeens,True,False,4.1,992,Koramangala 6th Block,Cafe,600
Chakh Le india,True,False,3.2,7,Bommanahalli,Quick Bites,250
The Kream Story,True,False,4.1,37,Koramangala 7th Block,"Dessert Parlor, Quick Bites",500
Juice Junction,True,False,3.9,70,Koramangala 5th Block,"Beverage Shop, Quick Bites",150
Entropy Cafe,True,False,4.1,507,Koramangala 6th Block,Cafe,600
New Prashanth Hotel,True,False,3.1,53,HSR,Casual Dining,750
Subham Pal Kitchen,True,False,3.3,10,Koramangala 1st Block,Quick Bites,300
PagalKhana,True,True,3.9,146,Koramangala 4th Block,Casual Dining,1000
Asia In A Box,True,False,3.2,5,Koramangala 1st Block,"Takeaway, Delivery",550
Mummy's Kitchen,True,False,3.7,16,Old Airport Road,Quick Bites,300
Hotel Hyperdine,True,False,2.5,66,Indiranagar,Quick Bites,350
Bhagini Icon Boutique Hotel,True,False,3.1,6,Indiranagar,Casual Dining,600
Homely Curries & Pickles,True,False,3.4,50,BTM,Quick Bites,300
Flavour of China,True,False,3.8,254,BTM,Casual Dining,600
Sangam Sweets,True,False,3.8,75,Koramangala 3rd Block,Sweet Shop,200
SnacksJoint,True,False,3.7,52,Old Airport Road,Quick Bites,150
McLeans Italian Pizzeria,True,False,3.4,30,Ejipura,Delivery,500
Raj Darbar,True,False,3.7,47,Koramangala 6th Block,Casual Dining,800
Ooty Chocolates,True,False,4.1,157,Koramangala 4th Block,Dessert Parlor,300
Kings Kitchen,True,False,3.3,7,Koramangala 1st Block,Delivery,500
Intriicake,True,False,3.8,34,HSR,"Quick Bites, Bakery",350
The Chaat Shop,False,False,3.2,9,BTM,Quick Bites,100
Royal View Restaurant,True,False,3.7,26,BTM,Casual Dining,700
Hungry Paunch,False,False,4.0,203,Koramangala 6th Block,"Food Court, Quick Bites",350
Fatso's,True,False,3.8,74,Brigade Road,Cafe,650
Midnight Hunger Solutions 24/7,True,False,2.1,253,Indiranagar,Delivery,500
Venkateshwara Foods,True,False,3.0,13,Residency Road,"Takeaway, Delivery",400
Kor Cafe,True,False,3.8,36,Koramangala 1st Block,Quick Bites,300
TheRiceBowl.In,True,False,3.4,19,BTM,Takeaway,200
Sober Turtle,False,False,3.3,39,Koramangala 4th Block,Quick Bites,250
DilliBite,True,False,3.5,33,Ulsoor,Quick Bites,600
Friends Night Kitchen,True,False,3.8,110,Koramangala 6th Block,"Takeaway, Delivery",400
Mangalore Lunch Home,True,False,3.6,43,BTM,Quick Bites,250
New Andhra Spice,True,False,3.6,22,BTM,Casual Dining,600
Chaatimes,True,False,4.2,9,BTM,Quick Bites,250
NGV Fast Food,False,False,3.5,8,Koramangala 6th Block,Quick Bites,250
Happy Plate,False,False,3.6,54,Koramangala 6th Block,Quick Bites,400
Kebab Ganj,False,False,3.4,7,Koramangala 6th Block,Delivery,300
Sub Spot,False,False,3.3,4,Koramangala 6th Block,Delivery,400
Nightfork,False,False,3.7,125,Koramangala 6th Block,Delivery,500
Mysore Carnival Restaurant,False,False,3.8,14,Koramangala 6th Block,Quick Bites,350
The Breakfast Truck,False,False,3.8,65,Koramangala 6th Block,Quick Bites,550
Straight From The Heart,False,False,3.4,5,Koramangala 6th Block,Bakery,300
Delightz,False,False,4.0,40,Koramangala 6th Block,Dessert Parlor,300
The Fresh Factor,False,False,3.1,14,Koramangala 6th Block,Quick Bites,200
Box of Biryani,False,False,3.5,9,Koramangala 6th Block,Delivery,400
The Sweet Spot,False,False,4.0,157,Koramangala 6th Block,Dessert Parlor,300
Ande Ka Funda,False,False,3.1,41,Koramangala 6th Block,Quick Bites,250
Eat Well,False,False,3.0,34,Koramangala 6th Block,Quick Bites,500
Punjabi Chulha,True,False,3.8,38,Koramangala 1st Block,Casual Dining,500
Banana Beach Bar,True,True,3.7,1015,Koramangala 6th Block,Bar,1300
Nile Garden Restaurant,True,False,2.6,33,BTM,Casual Dining,500
Cafe Fattoush,True,False,3.8,24,BTM,Cafe,700
Chaai Resto,False,False,3.6,54,Koramangala 6th Block,"Beverage Shop, Quick Bites",250
Delly Belly,False,False,3.2,5,Koramangala 6th Block,Delivery,400
Mr. Meow's Hotdogs,False,False,3.5,7,Koramangala 6th Block,"Food Court, Quick Bites",300
Rice and Rolls,False,False,2.7,61,Koramangala 6th Block,Quick Bites,500
Ghar Ka Bhojan,True,False,3.3,7,Domlur,Delivery,200
Abhiruchi,True,False,2.9,36,HSR,"Takeaway, Delivery",400
Gourmet Food Truck,True,False,3.8,18,South Bangalore,Food Truck,200
The Choux Box,False,False,3.5,11,Koramangala 6th Block,"Takeaway, Delivery",300
Fetchpod Cafe,False,False,2.9,12,Koramangala 6th Block,Cafe,500
Bewiched,True,False,3.4,10,HSR,Quick Bites,300
Billionaires Cafe,False,False,3.8,47,Koramangala 5th Block,Cafe,600
Brewz Coffee,True,False,3.4,10,BTM,Cafe,650
Bun Town,True,False,3.8,22,Koramangala 5th Block,Cafe,500
SLV Andhra Mess,True,False,3.5,6,Domlur,Quick Bites,200
Nutripress,True,False,3.3,4,Koramangala 8th Block,Beverage Shop,200
Zengi Pub & Restaurant,True,False,3.7,32,BTM,"Pub, Casual Dining",900
New Grand Restaurant,True,False,3.1,11,BTM,Casual Dining,500
Ghar Ka Khana,True,False,3.7,95,Koramangala 1st Block,Quick Bites,150
Hotel Marina,False,False,2.8,26,Koramangala 6th Block,Quick Bites,400
Marahaba,True,False,3.0,7,Koramangala 6th Block,Quick Bites,400
Fresh Bites,True,False,3.3,16,Koramangala 1st Block,Quick Bites,400
India On Wheels,True,False,3.6,11,Koramangala 3rd Block,Delivery,400
Double Blend,True,False,3.6,11,BTM,Takeaway,200
Hasini Foods,False,False,2.9,21,Koramangala 4th Block,Quick Bites,450
154 Breakfast Club,True,True,4.0,1515,Koramangala 3rd Block,Cafe,900
Daily Bite,True,False,3.5,14,Richmond Road,Quick Bites,250
Donne Biriyani House,True,False,3.8,278,HSR,Quick Bites,200
Ocean,True,False,3.8,215,Koramangala 6th Block,Casual Dining,700
Namaste Kitchen,True,False,3.8,172,Koramangala 5th Block,Casual Dining,550
Malabar Xpress,True,False,3.2,4,Koramangala 5th Block,Quick Bites,300
Berry'd Alive,True,False,4.3,1902,Koramangala 5th Block,Dessert Parlor,400
Breaktime Brew,True,False,3.7,24,Koramangala 7th Block,Cafe,550
Petoo,True,False,3.8,178,Koramangala 1st Block,Casual Dining,800
Zero Kelvin,True,False,4.3,169,Koramangala 4th Block,Dessert Parlor,450
Gulp The Pulp,True,False,3.7,19,Koramangala 4th Block,Delivery,200
Woodstok,True,True,4.1,1054,Indiranagar,"Takeaway, Delivery",1400
Imperial Restaurant,True,False,3.6,243,Koramangala 6th Block,Casual Dining,800
BIB - Breakfast in the Box,True,False,3.8,211,HSR,Delivery,600
Shake Tat Bottle,True,False,3.2,6,BTM,Beverage Shop,200
China Down Town,True,False,3.5,5,Koramangala 4th Block,Casual Dining,800
Samosa Party,False,False,4.1,44,Koramangala 5th Block,Quick Bites,150
The Yellow Tuk-Tuk Cafe,True,False,3.6,16,Koramangala 5th Block,Cafe,500
